geography_code,Year,Affordable Home Ownership,Affordable Rent,First Homes,Intermediate Rent,London Affordable Rent,Shared Ownership,Social Rent,Unknown,All afforable
E06000052,2013-14,231.0,224.0,,121.0,,,12.0,,588.0
E06000052,2014-15,267.0,681.0,,97.0,,108.0,13.0,,1166.0
E06000052,2015-16,228.0,187.0,,239.0,,52.0,6.0,,712.0
E06000052,2016-17,117.0,145.0,,293.0,,219.0,30.0,,804.0
E06000052,2017-18,97.0,417.0,,75.0,,203.0,47.0,,839.0
E06000052,2018-19,114.0,460.0,,7.0,,264.0,22.0,,867.0
E06000052,2019-20,61.0,460.0,,5.0,,246.0,60.0,,832.0
E06000052,2020-21,54.0,392.0,,23.0,,222.0,12.0,,703.0
E06000052,2021-22,64.0,381.0,,,,216.0,104.0,,765.0
E06000052,2022-23,27.0,281.0,,34.0,,239.0,93.0,,674.0
E06000053,1994-95,,,,,,,2.0,,2.0
E06000053,1996-97,1.0,,,,,,10.0,,11.0
E06000053,1997-98,1.0,,,,,,,,1.0
E06000053,1999-00,,,,,,,6.0,,6.0
E06000053,2005-06,,,,,,,6.0,,6.0
E06000053,2006-07,,,,,,,6.0,,6.0
E06000053,2007-08,,,,,,,7.0,,7.0
E06000053,2010-11,,,,,,,7.0,,7.0
E06000053,2015-16,,2.0,,,,,,,2.0
E06000053,2022-23,,3.0,,,,,,,3.0
E06000054,1991-92,31.0,,,,,,183.0,,214.0
E06000054,1992-93,43.0,,,,,,472.0,,515.0
E06000054,1993-94,84.0,,,,,,389.0,,473.0
E06000054,1994-95,82.0,,,,,,533.0,,615.0
E06000054,1995-96,140.0,,,,,,560.0,,700.0
E06000054,1996-97,116.0,,,,,,483.0,,599.0
E06000054,1997-98,58.0,,,,,,538.0,,596.0
E06000054,1998-99,54.0,,,,,,438.0,,492.0
E06000054,1999-00,31.0,,,,,,274.0,,305.0
E06000054,2000-01,37.0,,,,,,232.0,,269.0
E06000054,2001-02,46.0,,,,,,334.0,,380.0
E06000054,2002-03,66.0,,,,,,262.0,,328.0
E06000054,2003-04,104.0,,,,,,408.0,,512.0
E06000054,2004-05,76.0,,,,,,260.0,,336.0
E06000054,2005-06,140.0,,,12.0,,,230.0,,382.0
E06000054,2006-07,88.0,,,,,,285.0,,373.0
E06000054,2007-08,126.0,,,6.0,,,431.0,,563.0
E06000054,2008-09,226.0,,,,,,543.0,,769.0
E06000054,2009-10,158.0,,,3.0,,,409.0,,570.0
E06000054,2010-11,210.0,,,12.0,,,504.0,,726.0
E06000054,2011-12,200.0,,,31.0,,,632.0,,863.0
E06000054,2012-13,201.0,90.0,,5.0,,,404.0,,700.0
E06000054,2013-14,66.0,177.0,,2.0,,,374.0,,619.0
E06000054,2014-15,43.0,373.0,,,,71.0,124.0,,611.0
E06000054,2015-16,6.0,253.0,,,,14.0,14.0,,287.0
E06000054,2016-17,31.0,244.0,,,,96.0,2.0,,373.0
E06000054,2017-18,5.0,458.0,,,,154.0,6.0,,623.0
E06000054,2018-19,75.0,511.0,,,,264.0,2.0,,852.0
E06000054,2019-20,18.0,496.0,,,,304.0,19.0,,837.0
E06000054,2020-21,10.0,351.0,,,,297.0,61.0,,719.0
E06000054,2021-22,,263.0,,2.0,,384.0,34.0,,683.0
E06000054,2022-23,,234.0,7.0,,,268.0,5.0,,514.0
E06000055,1991-92,22.0,,,,,,172.0,,194.0
E06000055,1992-93,39.0,,,,,,355.0,,394.0
E06000055,1993-94,97.0,,,,,,290.0,,387.0
E06000055,1994-95,101.0,,,,,,263.0,,364.0
E06000055,1995-96,110.0,,,,,,214.0,,324.0
E06000055,1996-97,97.0,,,,,,338.0,,435.0
E06000055,1997-98,63.0,,,,,,143.0,,206.0
E06000055,1998-99,41.0,,,,,,280.0,,321.0
E06000055,1999-00,23.0,,,,,,200.0,,223.0
E06000055,2000-01,28.0,,,,,,126.0,,154.0
E06000055,2001-02,5.0,,,,,,87.0,,92.0
E06000055,2002-03,67.0,,,,,,80.0,,147.0
E06000055,2003-04,102.0,,,,,,83.0,,185.0
E06000055,2004-05,65.0,,,9.0,,,91.0,,165.0
E06000055,2005-06,118.0,,,,,,132.0,,250.0
E06000055,2006-07,32.0,,,,,,38.0,,70.0
E06000055,2007-08,85.0,,,,,,140.0,,225.0
E06000055,2008-09,139.0,,,43.0,,,109.0,,291.0
E06000055,2009-10,182.0,,,14.0,,,153.0,,349.0
E06000055,2010-11,156.0,,,18.0,,,236.0,,410.0
E06000055,2011-12,130.0,,,7.0,,,167.0,,304.0
E06000055,2012-13,111.0,4.0,,2.0,,,104.0,,221.0
E06000055,2013-14,96.0,108.0,,,,,43.0,,247.0
E06000055,2014-15,,65.0,,24.0,,36.0,25.0,,150.0
E06000055,2015-16,18.0,95.0,,17.0,,53.0,1.0,,184.0
E06000055,2016-17,2.0,121.0,,,,82.0,,,205.0
E06000055,2017-18,,164.0,,,,135.0,,,299.0
E06000055,2018-19,32.0,274.0,,,,79.0,1.0,,386.0
E06000055,2019-20,5.0,191.0,,9.0,,272.0,10.0,,487.0
E06000055,2020-21,3.0,191.0,,,,127.0,5.0,,326.0
E06000055,2021-22,9.0,76.0,,9.0,,88.0,45.0,,227.0
E06000055,2022-23,2.0,116.0,,9.0,,67.0,7.0,,201.0
E06000056,1991-92,40.0,,,,,,100.0,,140.0
E06000056,1992-93,2.0,,,,,,158.0,,160.0
E06000056,1993-94,61.0,,,,,,184.0,,245.0
E06000056,1994-95,79.0,,,,,,277.0,,356.0
E06000056,1995-96,33.0,,,,,,423.0,,456.0
E06000056,1996-97,42.0,,,,,,142.0,,184.0
E06000056,1997-98,43.0,,,,,,229.0,,272.0
E06000056,1998-99,34.0,,,,,,238.0,,272.0
E06000056,1999-00,6.0,,,,,,164.0,,170.0
E06000056,2000-01,11.0,,,,,,100.0,,111.0
E06000056,2001-02,14.0,,,,,,104.0,,118.0
E06000056,2002-03,15.0,,,,,,182.0,,197.0
E06000056,2003-04,57.0,,,,,,176.0,,233.0
E06000056,2004-05,100.0,,,,,,130.0,,230.0
E06000056,2005-06,112.0,,,,,,63.0,,175.0
E06000056,2006-07,69.0,,,7.0,,,70.0,,146.0
E06000056,2007-08,103.0,,,,,,117.0,,220.0
E06000056,2008-09,144.0,,,20.0,,,101.0,,265.0
E06000056,2009-10,173.0,,,4.0,,,245.0,,422.0
E06000056,2010-11,149.0,,,15.0,,,208.0,,372.0
E06000056,2011-12,193.0,17.0,,25.0,,,209.0,,444.0
E06000056,2012-13,221.0,45.0,,9.0,,,44.0,,319.0
E06000056,2013-14,70.0,61.0,,,,,,,131.0
E06000056,2014-15,2.0,149.0,,,,98.0,,,249.0
E06000056,2015-16,1.0,111.0,,,,64.0,,,176.0
E06000056,2016-17,,142.0,,,,104.0,,,246.0
E06000056,2017-18,6.0,183.0,,17.0,,141.0,,,347.0
E06000056,2018-19,9.0,223.0,,8.0,,239.0,34.0,,513.0
E06000056,2019-20,,456.0,,8.0,,348.0,26.0,,838.0
E06000056,2020-21,,193.0,,,,126.0,18.0,,337.0
E06000056,2021-22,,480.0,,12.0,,376.0,54.0,,922.0
E06000056,2022-23,,441.0,,3.0,,342.0,125.0,,911.0
E06000057,1991-92,20.0,,,,,,122.0,,142.0
E06000057,1992-93,11.0,,,,,,175.0,,186.0
E06000057,1993-94,35.0,,,,,,268.0,,303.0
E06000057,1994-95,73.0,,,,,,168.0,,241.0
E06000057,1995-96,72.0,,,,,,114.0,,186.0
E06000057,1996-97,45.0,,,,,,107.0,,152.0
E06000057,1997-98,26.0,,,,,,125.0,,151.0
E06000057,1998-99,19.0,,,,,,124.0,,143.0
E06000057,1999-00,8.0,,,,,,89.0,,97.0
E06000057,2000-01,13.0,,,,,,28.0,,41.0
E06000057,2001-02,,,,,,,84.0,,84.0
E06000057,2002-03,3.0,,,,,,32.0,,35.0
E06000057,2003-04,15.0,,,,,,55.0,,70.0
E06000057,2004-05,23.0,,,,,,115.0,,138.0
E06000057,2005-06,15.0,,,,,,72.0,,87.0
E06000057,2006-07,34.0,,,,,,89.0,,123.0
E06000057,2007-08,16.0,,,,,,68.0,,84.0
E06000057,2008-09,10.0,,,6.0,,,138.0,,154.0
E06000057,2009-10,53.0,,,21.0,,,121.0,,195.0
E06000057,2010-11,55.0,,,10.0,,,130.0,,195.0
E06000057,2011-12,30.0,10.0,,12.0,,,102.0,,154.0
E06000057,2012-13,44.0,65.0,,,,,7.0,,116.0
E06000057,2013-14,45.0,92.0,,,,,127.0,,264.0
E06000057,2014-15,71.0,204.0,,4.0,,15.0,198.0,,492.0
E06000057,2015-16,26.0,170.0,,,,6.0,25.0,,227.0
E06000057,2016-17,67.0,215.0,,,,62.0,22.0,,366.0
E06000057,2017-18,91.0,197.0,,,,43.0,8.0,,339.0
E06000057,2018-19,79.0,237.0,,6.0,,125.0,6.0,,453.0
E06000057,2019-20,46.0,338.0,,,,145.0,3.0,,532.0
E06000057,2020-21,19.0,174.0,,3.0,,94.0,5.0,,295.0
E06000057,2021-22,,170.0,,,,43.0,6.0,,219.0
E06000057,2022-23,,9.0,,,,4.0,,,13.0
E06000058,1991-92,37.0,,,,,,238.0,,275.0
E06000058,1992-93,46.0,,,,,,466.0,,512.0
E06000058,1993-94,91.0,,,,,,586.0,,677.0
E06000058,1994-95,107.0,,,,,,886.0,,993.0
E06000058,1995-96,149.0,,,,,,697.0,,846.0
E06000058,1996-97,122.0,,,,,,325.0,,447.0
E06000058,1997-98,54.0,,,,,,441.0,,495.0
E06000058,1998-99,77.0,,,,,,274.0,,351.0
E06000058,1999-00,38.0,,,,,,338.0,,376.0
E06000058,2000-01,43.0,,,,,,77.0,,120.0
E06000058,2001-02,58.0,,,,,,163.0,,221.0
E06000058,2002-03,83.0,,,,,,172.0,,255.0
E06000058,2003-04,112.0,,,,,,283.0,,395.0
E06000058,2004-05,92.0,,,11.0,,,291.0,,394.0
E06000058,2005-06,204.0,,,13.0,,,191.0,,408.0
E06000058,2006-07,165.0,,,2.0,,,232.0,,399.0
E06000058,2007-08,208.0,,,,,,261.0,,469.0
E06000058,2008-09,208.0,,,,,,147.0,,355.0
E06000058,2009-10,157.0,,,13.0,,,259.0,,429.0
E06000058,2010-11,39.0,,,10.0,,,198.0,,247.0
E06000058,2011-12,10.0,22.0,,,,,55.0,,87.0
E06000058,2012-13,16.0,23.0,,,,,33.0,,72.0
E06000058,2013-14,16.0,31.0,,,,,,,47.0
E06000058,2014-15,21.0,145.0,,22.0,,14.0,10.0,,212.0
E06000058,2015-16,,46.0,,,,,4.0,,50.0
E06000058,2016-17,6.0,75.0,,,,7.0,12.0,,100.0
E06000058,2017-18,,112.0,,,,51.0,7.0,,170.0
E06000058,2018-19,,74.0,,,,104.0,,,178.0
E06000058,2019-20,,177.0,,,,76.0,,,253.0
E06000058,2020-21,,6.0,,,,1.0,21.0,,28.0
E06000058,2021-22,31.0,13.0,,,,17.0,14.0,,75.0
E06000058,2022-23,,47.0,,,,58.0,52.0,,157.0
E06000059,1991-92,5.0,,,,,,67.0,,72.0
E06000059,1992-93,24.0,,,,,,526.0,,550.0
E06000059,1993-94,83.0,,,,,,690.0,,773.0
E06000059,1994-95,95.0,,,,,,343.0,,438.0
E06000059,1995-96,152.0,,,,,,461.0,,613.0
E06000059,1996-97,164.0,,,,,,714.0,,878.0
E06000059,1997-98,53.0,,,,,,532.0,,585.0
E06000059,1998-99,49.0,,,,,,510.0,,559.0
E06000059,1999-00,30.0,,,,,,429.0,,459.0
E06000059,2000-01,44.0,,,,,,264.0,,308.0
E06000059,2001-02,75.0,,,,,,232.0,,307.0
E06000059,2002-03,34.0,,,,,,134.0,,168.0
E06000059,2003-04,111.0,,,,,,214.0,,325.0
E06000059,2004-05,88.0,,,9.0,,,96.0,,193.0
E06000059,2005-06,112.0,,,2.0,,,267.0,,381.0
E06000059,2006-07,51.0,,,,,,104.0,,155.0
E06000059,2007-08,92.0,,,,,,170.0,,262.0
E06000059,2008-09,140.0,,,,,,209.0,,349.0
E06000059,2009-10,95.0,,,5.0,,,249.0,,349.0
E06000059,2010-11,118.0,,,11.0,,,288.0,,417.0
E06000059,2011-12,75.0,25.0,,,,,174.0,,274.0
E06000059,2012-13,88.0,101.0,,,,,45.0,,234.0
E06000059,2013-14,57.0,103.0,,,,,72.0,,232.0
E06000059,2014-15,12.0,194.0,,25.0,,54.0,46.0,,331.0
E06000059,2015-16,33.0,185.0,,,,43.0,30.0,,291.0
E06000059,2016-17,23.0,136.0,,3.0,,43.0,5.0,,210.0
E06000059,2017-18,,127.0,,12.0,,30.0,1.0,,170.0
E06000059,2018-19,19.0,112.0,,3.0,,22.0,,,156.0
E06000059,2019-20,4.0,152.0,,,,43.0,7.0,,206.0
E06000059,2020-21,,144.0,,1.0,,22.0,,,167.0
E06000059,2021-22,,91.0,,,,63.0,42.0,,196.0
E06000059,2022-23,63.0,53.0,,,,131.0,49.0,,296.0
E06000060,1991-92,28.0,,,,,,246.0,,274.0
E06000060,1992-93,185.0,,,,,,315.0,,500.0
E06000060,1993-94,63.0,,,,,,506.0,,569.0
E06000060,1994-95,108.0,,,,,,389.0,,497.0
E06000060,1995-96,136.0,,,,,,442.0,,578.0
E06000060,1996-97,77.0,,,,,,382.0,,459.0
E06000060,1997-98,104.0,,,,,,247.0,,351.0
E06000060,1998-99,69.0,,,,,,388.0,,457.0
E06000060,1999-00,61.0,,,,,,331.0,,392.0
E06000060,2000-01,32.0,,,,,,220.0,,252.0
E06000060,2001-02,63.0,,,,,,304.0,,367.0
E06000060,2002-03,130.0,,,,,,171.0,,301.0
E06000060,2003-04,274.0,,,,,,237.0,,511.0
E06000060,2004-05,177.0,,,,,,170.0,,347.0
E06000060,2005-06,235.0,,,9.0,,,68.0,,312.0
E06000060,2006-07,195.0,,,5.0,,,183.0,,383.0
E06000060,2007-08,195.0,,,,,,201.0,,396.0
E06000060,2008-09,211.0,,,,,,394.0,,605.0
E06000060,2009-10,365.0,,,29.0,,,426.0,,820.0
E06000060,2010-11,156.0,,,18.0,,,389.0,,563.0
E06000060,2011-12,254.0,2.0,,15.0,,,564.0,,835.0
E06000060,2012-13,282.0,119.0,,4.0,,,143.0,,548.0
E06000060,2013-14,141.0,222.0,,,,,67.0,,430.0
E06000060,2014-15,25.0,307.0,,1.0,,167.0,49.0,,549.0
E06000060,2015-16,53.0,107.0,,8.0,,17.0,1.0,,186.0
E06000060,2016-17,11.0,251.0,,,,80.0,20.0,,362.0
E06000060,2017-18,3.0,294.0,,8.0,,99.0,39.0,,443.0
E06000060,2018-19,14.0,375.0,,,,222.0,14.0,,625.0
E06000060,2019-20,18.0,388.0,,8.0,,148.0,34.0,,596.0
E06000060,2020-21,4.0,325.0,,14.0,,157.0,51.0,,551.0
E06000060,2021-22,,568.0,,10.0,,175.0,16.0,,769.0
E06000060,2022-23,,264.0,,3.0,,159.0,39.0,,465.0
E06000061,1991-92,4.0,,,,,,244.0,,248.0
E06000061,1992-93,19.0,,,,,,296.0,,315.0
E06000061,1993-94,38.0,,,,,,172.0,,210.0
E06000061,1994-95,21.0,,,,,,330.0,,351.0
E06000061,1995-96,24.0,,,,,,324.0,,348.0
E06000061,1996-97,46.0,,,,,,187.0,,233.0
E06000061,1997-98,57.0,,,,,,70.0,,127.0
E06000061,1998-99,18.0,,,,,,230.0,,248.0
E06000061,1999-00,12.0,,,,,,142.0,,154.0
E06000061,2000-01,16.0,,,,,,127.0,,143.0
E06000061,2001-02,2.0,,,,,,157.0,,159.0
E06000061,2002-03,8.0,,,,,,193.0,,201.0
E06000061,2003-04,22.0,,,,,,75.0,,97.0
E06000061,2004-05,56.0,,,,,,267.0,,323.0
E06000061,2005-06,103.0,,,,,,117.0,,220.0
E06000061,2006-07,179.0,,,,,,166.0,,345.0
E06000061,2007-08,180.0,,,,,,281.0,,461.0
E06000061,2008-09,135.0,,,40.0,,,224.0,,399.0
E06000061,2009-10,151.0,,,11.0,,,293.0,,455.0
E06000061,2010-11,197.0,,,21.0,,,398.0,,616.0
E06000061,2011-12,112.0,5.0,,,,,220.0,,337.0
E06000061,2012-13,170.0,121.0,,,,,144.0,,435.0
E06000061,2013-14,108.0,137.0,,30.0,,,95.0,,370.0
E06000061,2014-15,30.0,240.0,,17.0,,33.0,58.0,,378.0
E06000061,2015-16,24.0,255.0,,26.0,,44.0,49.0,,398.0
E06000061,2016-17,7.0,192.0,,82.0,,199.0,19.0,,499.0
E06000061,2017-18,33.0,291.0,,,,66.0,2.0,,392.0
E06000061,2018-19,28.0,233.0,,,,226.0,13.0,,500.0
E06000061,2019-20,,120.0,,,,126.0,2.0,,248.0
E06000061,2020-21,8.0,208.0,,,,169.0,19.0,,404.0
E06000061,2021-22,17.0,257.0,,,,105.0,12.0,,391.0
E06000061,2022-23,52.0,240.0,15.0,,,102.0,10.0,,419.0
E06000062,1991-92,6.0,,,,,,63.0,,69.0
E06000062,1992-93,14.0,,,,,,269.0,,283.0
E06000062,1993-94,57.0,,,,,,128.0,,185.0
E06000062,1994-95,56.0,,,,,,249.0,,305.0
E06000062,1995-96,60.0,,,,,,608.0,,668.0
E06000062,1996-97,73.0,,,,,,219.0,,292.0
E06000062,1997-98,55.0,,,,,,343.0,,398.0
E06000062,1998-99,77.0,,,,,,300.0,,377.0
E06000062,1999-00,67.0,,,,,,197.0,,264.0
E06000062,2000-01,61.0,,,,,,221.0,,282.0
E06000062,2001-02,30.0,,,,,,304.0,,334.0
E06000062,2002-03,33.0,,,,,,172.0,,205.0
E06000062,2003-04,133.0,,,,,,132.0,,265.0
E06000062,2004-05,158.0,,,,,,242.0,,400.0
E06000062,2005-06,191.0,,,,,,312.0,,503.0
E06000062,2006-07,155.0,,,,,,183.0,,338.0
E06000062,2007-08,288.0,,,,,,235.0,,523.0
E06000062,2008-09,265.0,,,,,,270.0,,535.0
E06000062,2009-10,284.0,,,14.0,,,191.0,,489.0
E06000062,2010-11,101.0,,,25.0,,,158.0,,284.0
E06000062,2011-12,75.0,7.0,,4.0,,,180.0,,266.0
E06000062,2012-13,134.0,121.0,,,,,78.0,,333.0
E06000062,2013-14,113.0,223.0,,,,,81.0,,417.0
E06000062,2014-15,40.0,242.0,,,,32.0,76.0,,390.0
E06000062,2015-16,66.0,90.0,,,,28.0,33.0,,217.0
E06000062,2016-17,,204.0,,,,139.0,45.0,,388.0
E06000062,2017-18,,145.0,,,,166.0,56.0,,367.0
E06000062,2018-19,5.0,331.0,,,,129.0,52.0,,517.0
E06000062,2019-20,,159.0,,,,137.0,59.0,,355.0
E06000062,2020-21,9.0,264.0,,,,105.0,38.0,,416.0
E06000062,2021-22,8.0,154.0,,11.0,,219.0,96.0,,488.0
E06000062,2022-23,10.0,362.0,31.0,1.0,,244.0,82.0,,730.0
E07000008,1991-92,6.0,,,,,,29.0,,35.0
E07000008,1992-93,26.0,,,,,,53.0,,79.0
E07000008,1993-94,55.0,,,,,,114.0,,169.0
E07000008,1994-95,36.0,,,,,,103.0,,139.0
E07000008,1995-96,24.0,,,,,,156.0,,180.0
E07000008,1996-97,21.0,,,,,,239.0,,260.0
E07000008,1997-98,35.0,,,,,,238.0,,273.0
E07000008,1998-99,28.0,,,,,,208.0,,236.0
E07000008,1999-00,4.0,,,,,,43.0,,47.0
E07000008,2000-01,4.0,,,,,,43.0,,47.0
E07000008,2001-02,6.0,,,,,,108.0,,114.0
E07000008,2002-03,39.0,,,,,,41.0,,80.0
E07000008,2003-04,88.0,,,,,,165.0,,253.0
E07000008,2004-05,40.0,,,,,,28.0,,68.0
E07000008,2005-06,87.0,,,,,,100.0,,187.0
E07000008,2006-07,32.0,,,9.0,,,124.0,,165.0
E07000008,2007-08,109.0,,,35.0,,,121.0,,265.0
E07000008,2008-09,77.0,,,,,,88.0,,165.0
E07000008,2009-10,58.0,,,4.0,,,67.0,,129.0
E07000008,2010-11,142.0,,,,,,275.0,,417.0
E07000008,2011-12,1.0,,,,,,28.0,,29.0
E07000008,2012-13,21.0,,,,,,55.0,,76.0
E07000008,2013-14,168.0,246.0,,10.0,,,123.0,,547.0
E07000008,2014-15,,111.0,,,,125.0,84.0,,320.0
E07000008,2015-16,,127.0,,,,23.0,,,150.0
E07000008,2016-17,2.0,201.0,,23.0,,114.0,87.0,,427.0
E07000008,2017-18,,323.0,,,,180.0,,,503.0
E07000008,2018-19,26.0,219.0,,,,89.0,2.0,,336.0
E07000008,2019-20,,109.0,,10.0,,31.0,2.0,,152.0
E07000008,2020-21,,97.0,,,,53.0,8.0,,158.0
E07000008,2021-22,,164.0,,,,,,,164.0
E07000008,2022-23,3.0,208.0,,,,,9.0,,220.0
E07000009,1991-92,1.0,,,,,,27.0,,28.0
E07000009,1992-93,1.0,,,,,,52.0,,53.0
E07000009,1993-94,1.0,,,,,,45.0,,46.0
E07000009,1994-95,13.0,,,,,,80.0,,93.0
E07000009,1995-96,27.0,,,,,,118.0,,145.0
E07000009,1996-97,18.0,,,,,,30.0,,48.0
E07000009,1997-98,16.0,,,,,,76.0,,92.0
E07000009,1998-99,23.0,,,,,,66.0,,89.0
E07000009,1999-00,3.0,,,,,,65.0,,68.0
E07000009,2000-01,2.0,,,,,,43.0,,45.0
E07000009,2001-02,4.0,,,,,,20.0,,24.0
E07000009,2002-03,13.0,,,,,,108.0,,121.0
E07000009,2003-04,33.0,,,,,,25.0,,58.0
E07000009,2004-05,59.0,,,11.0,,,60.0,,130.0
E07000009,2005-06,120.0,,,7.0,,,44.0,,171.0
E07000009,2006-07,103.0,,,,,,157.0,,260.0
E07000009,2007-08,87.0,,,,,,91.0,,178.0
E07000009,2008-09,53.0,,,,,,79.0,,132.0
E07000009,2009-10,73.0,,,,,,40.0,,113.0
E07000009,2010-11,45.0,,,4.0,,,105.0,,154.0
E07000009,2011-12,54.0,,,,,,60.0,,114.0
E07000009,2012-13,28.0,10.0,,,,,1.0,,39.0
E07000009,2013-14,10.0,12.0,,6.0,,,3.0,,31.0
E07000009,2014-15,,21.0,,19.0,,6.0,,,46.0
E07000009,2015-16,,8.0,,,,,,,8.0
E07000009,2016-17,,32.0,,,,11.0,9.0,,52.0
E07000009,2017-18,,36.0,,21.0,,32.0,,,89.0
E07000009,2018-19,,52.0,,,,45.0,,,97.0
E07000009,2019-20,,28.0,,12.0,,18.0,,,58.0
E07000009,2020-21,,40.0,,4.0,,47.0,,,91.0
E07000009,2021-22,7.0,47.0,,22.0,,65.0,10.0,,151.0
E07000009,2022-23,,82.0,,,,48.0,22.0,,152.0
E07000010,1991-92,,,,,,,99.0,,99.0
E07000010,1992-93,3.0,,,,,,156.0,,159.0
E07000010,1993-94,3.0,,,,,,54.0,,57.0
E07000010,1994-95,11.0,,,,,,109.0,,120.0
E07000010,1995-96,6.0,,,,,,54.0,,60.0
E07000010,1996-97,4.0,,,,,,39.0,,43.0
E07000010,1997-98,9.0,,,,,,39.0,,48.0
E07000010,1998-99,3.0,,,,,,18.0,,21.0
E07000010,1999-00,,,,,,,2.0,,2.0
E07000010,2000-01,4.0,,,,,,49.0,,53.0
E07000010,2001-02,1.0,,,,,,55.0,,56.0
E07000010,2002-03,2.0,,,,,,18.0,,20.0
E07000010,2003-04,9.0,,,,,,81.0,,90.0
E07000010,2004-05,12.0,,,,,,58.0,,70.0
E07000010,2005-06,43.0,,,,,,57.0,,100.0
E07000010,2006-07,9.0,,,,,,93.0,,102.0
E07000010,2007-08,27.0,,,,,,54.0,,81.0
E07000010,2008-09,22.0,,,,,,45.0,,67.0
E07000010,2009-10,30.0,,,,,,146.0,,176.0
E07000010,2010-11,2.0,,,3.0,,,96.0,,101.0
E07000010,2011-12,5.0,,,,,,37.0,,42.0
E07000010,2012-13,,,,,,,50.0,,50.0
E07000010,2013-14,13.0,,,,,,35.0,,48.0
E07000010,2014-15,1.0,131.0,,,,31.0,,,163.0
E07000010,2015-16,,61.0,,,,,,,61.0
E07000010,2016-17,,141.0,,,,22.0,4.0,,167.0
E07000010,2017-18,,13.0,,14.0,,6.0,,,33.0
E07000010,2018-19,4.0,20.0,,,,19.0,,,43.0
E07000010,2019-20,,97.0,,,,7.0,15.0,,119.0
E07000010,2020-21,,6.0,,,,6.0,,,12.0
E07000010,2021-22,,42.0,,,,74.0,,,116.0
E07000010,2022-23,,,9.0,,,4.0,,,13.0
E07000011,1991-92,,,,,,,112.0,,112.0
E07000011,1992-93,13.0,,,,,,114.0,,127.0
E07000011,1993-94,29.0,,,,,,135.0,,164.0
E07000011,1994-95,18.0,,,,,,113.0,,131.0
E07000011,1995-96,63.0,,,,,,362.0,,425.0
E07000011,1996-97,18.0,,,,,,153.0,,171.0
E07000011,1997-98,23.0,,,,,,123.0,,146.0
E07000011,1998-99,6.0,,,,,,129.0,,135.0
E07000011,1999-00,33.0,,,,,,125.0,,158.0
E07000011,2000-01,6.0,,,,,,112.0,,118.0
E07000011,2001-02,11.0,,,,,,136.0,,147.0
E07000011,2002-03,21.0,,,,,,52.0,,73.0
E07000011,2003-04,50.0,,,,,,109.0,,159.0
E07000011,2004-05,33.0,,,,,,79.0,,112.0
E07000011,2005-06,33.0,,,,,,47.0,,80.0
E07000011,2006-07,40.0,,,,,,77.0,,117.0
E07000011,2007-08,35.0,,,,,,57.0,,92.0
E07000011,2008-09,164.0,,,,,,102.0,,266.0
E07000011,2009-10,162.0,,,1.0,,,224.0,,387.0
E07000011,2010-11,155.0,,,1.0,,,260.0,,416.0
E07000011,2011-12,87.0,,,,,,203.0,,290.0
E07000011,2012-13,38.0,,,,,,13.0,,51.0
E07000011,2013-14,24.0,,,,,,22.0,,46.0
E07000011,2014-15,49.0,,,27.0,,8.0,78.0,,162.0
E07000011,2015-16,12.0,4.0,,1.0,,,32.0,,49.0
E07000011,2016-17,,111.0,,25.0,,29.0,,,165.0
E07000011,2017-18,5.0,112.0,,,,28.0,5.0,,150.0
E07000011,2018-19,3.0,166.0,,,,123.0,1.0,,293.0
E07000011,2019-20,4.0,404.0,,5.0,,175.0,,,588.0
E07000011,2020-21,6.0,213.0,,17.0,,149.0,10.0,,395.0
E07000011,2021-22,22.0,193.0,,,,154.0,15.0,,384.0
E07000011,2022-23,,274.0,,,,136.0,49.0,,459.0
E07000012,1991-92,2.0,,,,,,89.0,,91.0
E07000012,1992-93,6.0,,,,,,128.0,,134.0
E07000012,1993-94,13.0,,,,,,49.0,,62.0
E07000012,1994-95,11.0,,,,,,140.0,,151.0
E07000012,1995-96,14.0,,,,,,70.0,,84.0
E07000012,1996-97,8.0,,,,,,113.0,,121.0
E07000012,1997-98,14.0,,,,,,106.0,,120.0
E07000012,1998-99,20.0,,,,,,98.0,,118.0
E07000012,1999-00,7.0,,,,,,67.0,,74.0
E07000012,2000-01,14.0,,,,,,120.0,,134.0
E07000012,2001-02,63.0,,,,,,123.0,,186.0
E07000012,2002-03,46.0,,,,,,94.0,,140.0
E07000012,2003-04,115.0,,,9.0,,,122.0,,246.0
E07000012,2004-05,46.0,,,10.0,,,150.0,,206.0
E07000012,2005-06,99.0,,,24.0,,,149.0,,272.0
E07000012,2006-07,102.0,,,,,,137.0,,239.0
E07000012,2007-08,124.0,,,,,,231.0,,355.0
E07000012,2008-09,100.0,,,,,,172.0,,272.0
E07000012,2009-10,147.0,,,6.0,,,196.0,,349.0
E07000012,2010-11,49.0,,,3.0,,,163.0,,215.0
E07000012,2011-12,48.0,,,,,,97.0,,145.0
E07000012,2012-13,65.0,12.0,,,,,64.0,,141.0
E07000012,2013-14,69.0,108.0,,,,,15.0,,192.0
E07000012,2014-15,,147.0,,,,69.0,21.0,,237.0
E07000012,2015-16,34.0,16.0,,,,,6.0,,56.0
E07000012,2016-17,7.0,30.0,,,,16.0,47.0,,100.0
E07000012,2017-18,,91.0,,,,32.0,,,123.0
E07000012,2018-19,30.0,191.0,,,,46.0,6.0,,273.0
